158002,MDC_DOSE_DRUG_DELIV,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
158003,MDC_DOSE_DRUG_DELIV_SEGMENT,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
157999,MDC_DOSE_DRUG_TBI,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
158000,MDC_DOSE_DRUG_TBI_REMAIN,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
158018,MDC_DOSE_LOADING,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
157985,MDC_DOSE_PCA_LIMIT,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
158017,MDC_DOSE_PCA_PATIENT,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
131840,MDC_ECG_AMPL_ST,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131973,MDC_ECG_AMPL_ST_AI,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131972,MDC_ECG_AMPL_ST_AS,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131904,MDC_ECG_AMPL_ST_AVF,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131903,MDC_ECG_AMPL_ST_AVL,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131902,MDC_ECG_AMPL_ST_AVR,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131873,MDC_ECG_AMPL_ST_dV1,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131874,MDC_ECG_AMPL_ST_dV2,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131875,MDC_ECG_AMPL_ST_dV3,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131876,MDC_ECG_AMPL_ST_dV4,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131877,MDC_ECG_AMPL_ST_dV5,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131878,MDC_ECG_AMPL_ST_dV6,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131971,MDC_ECG_AMPL_ST_ES,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131841,MDC_ECG_AMPL_ST_I,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131842,MDC_ECG_AMPL_ST_II,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131901,MDC_ECG_AMPL_ST_III,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131931,MDC_ECG_AMPL_ST_MCL,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131932,MDC_ECG_AMPL_ST_MCL1,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131937,MDC_ECG_AMPL_ST_MCL6,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131927,MDC_ECG_AMPL_ST_V,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131843,MDC_ECG_AMPL_ST_V1,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131844,MDC_ECG_AMPL_ST_V2,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131845,MDC_ECG_AMPL_ST_V3,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131846,MDC_ECG_AMPL_ST_V4,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131847,MDC_ECG_AMPL_ST_V5,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
131848,MDC_ECG_AMPL_ST_V6,MDC_DIM_MILLI_VOLT,mV,MDC_DIM_MICRO_VOLT,uV
147842,MDC_ECG_CARD_BEAT_RATE,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
147850,MDC_ECG_CARD_BEAT_RATE_BTB,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
147842,MDC_ECG_HEART_RATE,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
147626,MDC_ECG_PACED_BEAT_RATE,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
147236,MDC_ECG_TIME_PD_QTc,MDC_DIM_MILLI_SEC,ms
147232,MDC_ECG_TIME_PD_QT_GL,MDC_DIM_MILLI_SEC,ms
147240,MDC_ECG_TIME_PD_RR_GL,MDC_DIM_MILLI_SEC,ms
148065,MDC_ECG_V_P_C_CNT,MDC_DIM_BEAT,{beat}
148066,MDC_ECG_V_P_C_RATE,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
153644,MDC_EEG_BISPECTRAL_INDEX,MDC_DIM_DIMLESS,{unitless},1
153900,MDC_EEG_ELEC_POTL_CRTX,MDC_DIM_MICRO_VOLT,uV,MDC_DIM_NANO_VOLT,nV
153648,MDC_EEG_ENTROPY_RESPONSE,MDC_DIM_DIMLESS,{unitless},1
153652,MDC_EEG_ENTROPY_STATE,MDC_DIM_DIMLESS,{unitless},1
153980,MDC_EEG_FREQ_PWR_SPEC_CRTX_DOM_MEAN,MDC_DIM_HZ,Hz
153984,MDC_EEG_FREQ_PWR_SPEC_CRTX_MEDIAN,MDC_DIM_HZ,Hz
153988,MDC_EEG_FREQ_PWR_SPEC_CRTX_PEAK,MDC_DIM_HZ,Hz
153992,MDC_EEG_FREQ_PWR_SPEC_CRTX_SPECTRAL_EDGE,MDC_DIM_HZ,Hz
154032,MDC_EEG_NUM_SEIZ,MDC_DIM_DIMLESS,{unitless},1
154028,MDC_EEG_NUM_SPK,MDC_DIM_DIMLESS,{unitless},1
156241,MDC_EEG_PAROX_CRTX_BURST_CNT,MDC_DIM_DIMLESS,{unitless},1
156242,MDC_EEG_PAROX_CRTX_BURST_RATE,MDC_DIM_PER_MIN,/min,1/min,{count}/min
155024,MDC_EEG_PAROX_CRTX_BURST_SUPPRN,MDC_DIM_PERCENT,%
154977,MDC_EEG_PAROX_CRTX_SPK_CNT,MDC_DIM_DIMLESS,{unitless},1
153660,MDC_EEG_PATIENT_STATE_INDEX,MDC_DIM_PERCENT,%
154068,MDC_EEG_PWR_SPEC_ALPHA_REL,MDC_DIM_PERCENT,%
154072,MDC_EEG_PWR_SPEC_BETA_REL,MDC_DIM_PERCENT,%
154036,MDC_EEG_PWR_SPEC_CSA,MDC_DIM_PICO_WATT_PER_HZ,pW/Hz
154076,MDC_EEG_PWR_SPEC_DELTA_REL,MDC_DIM_PERCENT,%
154080,MDC_EEG_PWR_SPEC_THETA_REL,MDC_DIM_PERCENT,%
154040,MDC_EEG_PWR_SPEC_TOT,MDC_DIM_NANO_WATT,nW,MDC_DIM_DECIBEL_10_NANO_VOLT,dB[10.nV],MDC_DIM_PICO_WATT,pW,MDC_DIM_DECIBEL,dB,dB[10.nV]
153636,MDC_EEG_SIGNAL_QUALITY_INDEX,MDC_DIM_PERCENT,%
153656,MDC_EEG_SNAP_INDEX,MDC_DIM_DIMLESS,{unitless},1
153640,MDC_EMG_ELEC_POTL_MUSCL,MDC_DIM_DECIBEL,dB,dB[10.nV],MDC_DIM_MICRO_VOLT,uV,MDC_DIM_NANO_VOLT,nV,MDC_DIM_DECIBEL_10_NANO_VOLT,dB[10.nV]
197300,MDC_EVT_PATIENT_CHANGE,MDC_DIM_DIMLESS,{unitless},1
197302,MDC_EVT_PATIENT_ID_CHANGE,MDC_DIM_DIMLESS,{unitless},1
197304,MDC_EVT_PATIENT_WEIGHT_CHANGE,MDC_DIM_DIMLESS,{unitless},1
197298,MDC_EVT_PUMP_AUTO_PROG_CLEARED,MDC_DIM_DIMLESS,{unitless},1
197292,MDC_EVT_PUMP_DELIV_COMP,MDC_DIM_DIMLESS,{unitless},1
197288,MDC_EVT_PUMP_DELIV_START,MDC_DIM_DIMLESS,{unitless},1
